	0	1	2	3	4
1596	neural_tube,_Mutant_Ribo-seq_(run1_TC1_mut_Ribo_S4_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020226	SRX12020226
1597	neural_tube,_Wild-type_Ribo-seq_(run1_TC6_WT_Ribo_S3_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020225	SRX12020225
1598	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020224	SRX12020224
1599	neural_tube,_Wild-type_Ribo-seq_(run1_TC1_WT_Ribo_S1_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020223	SRX12020223
1600	neural_tube,_Mutant_Ribo-seq_(run2_TC6_mut_Ribo_S6_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020216	SRX12020216
1601	neural_tube,_Mutant_Ribo-seq_(run2_TC5_mut_Ribo_S5_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020215	SRX12020215
1602	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020214	SRX12020214
1603	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020213	SRX12020213
1604	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020212	SRX12020212
1605	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020211	SRX12020211
1606	neural_tube,_Mutant_Ribo-seq_(run1_TC6_mut_Ribo_S6_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020204	SRX12020204
1607	neural_tube,_Mutant_Ribo-seq_(run1_TC5_mut_Ribo_S5_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020203	SRX12020203
1608	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020202	SRX12020202
1609	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020201	SRX12020201
1610	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020200	SRX12020200
1611	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020199	SRX12020199
1612	neural_tube,_Mutant_Ribo-seq_(run1_TC6_mut_Ribo_S6_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020192	SRX12020192
1613	neural_tube,_Mutant_Ribo-seq_(run1_TC5_mut_Ribo_S5_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020191	SRX12020191
1614	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020190	SRX12020190
1615	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020189	SRX12020189
1616	neural_tube,_Wild-type_Ribo-seq_(run1_TC5_WT_Ribo_S2_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020188	SRX12020188
1617	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020187	SRX12020187
1618	neural_tube,_Mutant_Ribo-seq_(run1_TC6_mut_Ribo_S6_L001)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020180	SRX12020180
1619	neural_tube,_Mutant_Ribo-seq_(run1_TC5_mut_Ribo_S5_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020179	SRX12020179
1620	neural_tube,_Mutant_Ribo-seq_(run2_TC1_mut_Ribo_S4_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020178	SRX12020178
1621	neural_tube,_Wild-type_Ribo-seq_(run2_TC6_WT_Ribo_S3_L002)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020177	SRX12020177
1622	neural_tube,_Wild-type_Ribo-seq_(run2_TC5_WT_Ribo_S2_L003)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020176	SRX12020176
1623	neural_tube,_Wild-type_Ribo-seq_(run2_TC1_WT_Ribo_S1_L004)	Mus musculus		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX12020175	SRX12020175
1624	Riboseq.mouse.testis.4EGIControl.adult.rep1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4699nnn/GSM4699676/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8843448	SRX8843448
1625	Riboseq.mouse.testis.4EGI.adult.rep1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4699nnn/GSM4699675/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8843447	SRX8843447
1626	Ribo-seq_700_mOSM_2h_Recovery_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769301/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078278	SRX9078278
1627	Ribo-seq_700_mOSM_2h_Recovery_15min,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769300/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078277	SRX9078277
1628	Ribo-seq_700_mOSM_15min_Recovery_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769299/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078276	SRX9078276
1629	Ribo-seq_700_mOSM_15min_Recovery_15min,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769298/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078275	SRX9078275
1630	Ribo-seq_700_mOSM_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769297/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078274	SRX9078274
1631	Ribo-seq_700_mOSM_15min,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769296/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078273	SRX9078273
1632	Ribo-seq_600_mOSM_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769295/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078272	SRX9078272
1633	Ribo-seq_500_mOSM_2h,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769294/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078271	SRX9078271
1634	Ribo-seq_Normal_Condition,_Replicate_2	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769293/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078270	SRX9078270
1635	Ribo-seq_700_mOSM_2h_Recovery_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769292/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078269	SRX9078269
1636	Ribo-seq_700_mOSM_2h_Recovery_15min,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769291/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078268	SRX9078268
1637	Ribo-seq_700_mOSM_15min_Recovery_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769290/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078267	SRX9078267
1638	Ribo-seq_700_mOSM_15min_Recovery_15min,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769289/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078266	SRX9078266
1639	Ribo-seq_700_mOSM_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769288/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078265	SRX9078265
1640	Ribo-seq_700_mOSM_15min,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769287/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078264	SRX9078264
1641	Ribo-seq_600_mOSM_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769286/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078263	SRX9078263
1642	Ribo-seq_500_mOSM_2h,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769285/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078262	SRX9078262
1643	Ribo-seq_Normal_Condition,_Replicate_1	Mus musculus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4769nnn/GSM4769284/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9078261	SRX9078261
1644	UO_AH_129	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950611	SRX2950611
1645	UO_AH_128	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950610	SRX2950610
1646	UO_AH_127	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950609	SRX2950609
1647	UO_AH_126	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950608	SRX2950608
1648	UO_AH_125	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950607	SRX2950607
1649	UO_AH_124	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950606	SRX2950606
1650	UO_AH_278	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950637	SRX2950637
1651	UO_AH_277	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950636	SRX2950636
1652	UO_AH_276	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950635	SRX2950635
1653	UO_AH_275	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950634	SRX2950634
1654	UO_AH_274	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950633	SRX2950633
1655	UO_AH_273	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950632	SRX2950632
1656	UO_AH_272	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950631	SRX2950631
1657	UO_AH_271	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950630	SRX2950630
1658	UO_AH_270	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950629	SRX2950629
1659	UO_AH_269	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950628	SRX2950628
1660	UO_AH_268	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950627	SRX2950627
1661	UO_AH_267	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2950626	SRX2950626
1662	Ribo-Seq_RPF_Control_rep3	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141934	SRX9141934
1663	Ribo-Seq_RPF_Control_rep2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141933	SRX9141933
1664	Ribo-Seq_RPF_Control_rep1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141932	SRX9141932
1665	Ribo-Seq_siCNOT1_Replicate_3	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141926	SRX9141926
1666	Ribo-Seq_siCNOT1_Replicate_2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141925	SRX9141925
1667	Ribo-Seq_siCNOT1_Replicate_1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX9141924	SRX9141924
1668	Sh-Speptide_rep2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11706680	SRX11706680
1669	Sh-Speptide_rep1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11706679	SRX11706679
1670	Sh-NC_rep2	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11706678	SRX11706678
1671	Sh-NC_rep1	Homo sapiens		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11706677	SRX11706677
1672	Ribo-WT-3opt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150318/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299141	SRX10299141
1673	Ribo-WT-1opt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150315/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299138	SRX10299138
1674	Ribo-WT-3wt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150312/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299135	SRX10299135
1675	Ribo-WT-1wt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150309/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299132	SRX10299132
1676	RNA-GCN-3opt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150339/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299162	SRX10299162
1677	RNA-GCN-1opt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150338/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299161	SRX10299161
1678	RNA-GCN-3wt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150337/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299160	SRX10299160
1679	RNA-GCN-1wt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150336/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299159	SRX10299159
1680	RNA-WT-3opt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150335/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299158	SRX10299158
1681	RNA-WT-1opt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150334/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299157	SRX10299157
1682	RNA-WT-3wt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150333/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299156	SRX10299156
1683	RNA-WT-1wt	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150332/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299155	SRX10299155
1684	Ribo-CPC3-3opt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150331/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299154	SRX10299154
1685	Ribo-CPC3-3opt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150330/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299153	SRX10299153
1686	Ribo-CPC3-3opt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150329/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299152	SRX10299152
1687	Ribo-CPC3-1opt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150328/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299151	SRX10299151
1688	Ribo-CPC3-1opt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150327/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299150	SRX10299150
1689	Ribo-CPC3-1opt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150326/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299149	SRX10299149
1690	Ribo-CPC3-3wt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150325/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299148	SRX10299148
1691	Ribo-CPC3-3wt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150324/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299147	SRX10299147
1692	Ribo-CPC3-3wt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150323/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299146	SRX10299146
1693	Ribo-CPC3-1wt_4	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150322/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299145	SRX10299145
1694	Ribo-CPC3-1wt_3	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150321/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299144	SRX10299144
1695	Ribo-CPC3-1wt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150320/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299143	SRX10299143
1696	Ribo-CPC3-1wt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150319/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299142	SRX10299142
1697	Ribo-WT-3opt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150317/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299140	SRX10299140
1698	Ribo-WT-3opt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150316/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299139	SRX10299139
1699	Ribo-WT-1opt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150314/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299137	SRX10299137
1700	Ribo-WT-1opt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150313/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299136	SRX10299136
1701	Ribo-WT-3wt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150311/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299134	SRX10299134
1702	Ribo-WT-3wt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150310/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299133	SRX10299133
1703	Ribo-WT-1wt_2	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150308/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299131	SRX10299131
1704	Ribo-WT-1wt_1	Neurospora crassa	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5150nnn/GSM5150307/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10299130	SRX10299130
1705	35S.GFP-EVD-GUS.rdr6_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166362	SRX10166362
1706	35S.GFP-EVD-GUS.Col-0_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166361	SRX10166361
1707	35S.EVD.rdr6_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166360	SRX10166360
1708	35S.EVD.Col-0_RIBO-seq	Arabidopsis thaliana		https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX10166359	SRX10166359
1709	Ribo-seq-SARS2-highMOI-24hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494588/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629067	SRX11629067
1710	Ribo-seq-SARS2-highMOI-12hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494587/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629066	SRX11629066
1711	Ribo-seq-SARS2-highMOI-6hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494586/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629065	SRX11629065
1712	Ribo-seq-SARS2-highMOI-2hpi-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494585/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629064	SRX11629064
1713	Ribo-seq-mock-highMOI-CHX-rep3	Chlorocebus sabaeus	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494584/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629063	SRX11629063
1714	Ribo-seq-HBEC-SARS2-96hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494638/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629117	SRX11629117
1715	Ribo-seq-HBEC-SARS2-96hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494637/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629116	SRX11629116
1716	Ribo-seq-HBEC-SARS2-96hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494636/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629115	SRX11629115
1717	Ribo-seq-HBEC-SARS2-96hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494635/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629114	SRX11629114
1718	Ribo-seq-HBEC-SARS2-72hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494634/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629113	SRX11629113
1719	Ribo-seq-HBEC-SARS2-72hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494633/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629112	SRX11629112
1720	Ribo-seq-HBEC-SARS2-72hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494632/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629111	SRX11629111
1721	Ribo-seq-HBEC-SARS2-72hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494631/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629110	SRX11629110
1722	Ribo-seq-HBEC-SARS2-48hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494630/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629109	SRX11629109
1723	Ribo-seq-HBEC-SARS2-48hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494629/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629108	SRX11629108
1724	Ribo-seq-HBEC-SARS2-48hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494628/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629107	SRX11629107
1725	Ribo-seq-HBEC-SARS2-48hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494627/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629106	SRX11629106
1726	Ribo-seq-HBEC-SARS2-24hpi-rep4	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494626/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629105	SRX11629105
1727	Ribo-seq-HBEC-SARS2-24hpi-rep3	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494625/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629104	SRX11629104
1728	Ribo-seq-HBEC-SARS2-24hpi-rep2	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494624/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629103	SRX11629103
1729	Ribo-seq-HBEC-SARS2-24hpi-rep1	Homo sapiens	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5494nnn/GSM5494623/	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX11629102	SRX11629102
